2324,13.7109375,72.19580078,6.323242188,0
2296.5,11.9296875,71.88613129,5.95703125,2.803029537
2329,13.1953125,71.91428375,7.666015625,4.136363029
2318,13.828125,71.90020752,6.201171875,0
2310,11.8828125,71.70314789,6.030273438,0
2308.5,11.671875,71.68907166,6.030273438,0
2301.5,11.671875,71.53423309,6.103515625,0
2288,11.7421875,71.3230896,6.0546875,0
2308.5,11.671875,71.29493713,6.103515625,0
2294,11.6953125,71.0556488,6.030273438,0
2269,11.7421875,70.80227661,6.0546875,0
2199,13.1015625,69.74658203,6.860351563,0
2107.5,13.3125,69.14131165,6.469726563,0
2032.5,13.2890625,68.12783813,6.274414063,0
1941,13.2421875,65.84752655,6.005859375,0
1875,13.171875,64.27101898,5.859375,0
1789,13.1484375,62.27222443,5.56640625,0
1720,13.1484375,60.4986496,5.346679688,0
1643.5,13.1015625,58.44355392,5.224609375,0
1568,13.171875,56.4588356,4.858398438,0
1491,13.1484375,54.36151123,4.663085938,0
1401,13.1015625,52.92576218,4.4921875,0
1333,13.0546875,51.34924698,4.19921875,0
1264,13.03125,50.61729813,3.930664063,0
1187,13.0546875,50.05425644,3.686523438,0
1109,13.21875,49.28007507,3.369140625,0
1056.5,12.984375,48.97040558,2.44140625,0
1056.5,12.1171875,48.56219864,2.270507813,0
1027.5,11.484375,48.23845291,2.172851563,0
1014.5,11.53125,48.15399551,2.1484375,0
1004,11.578125,48.09769058,2.099609375,0
980.5,11.5078125,47.84432602,2.099609375,0
963.5,11.6015625,47.71763992,1.953125,0
945,11.671875,47.61911011,1.953125,0
935,12.046875,47.07014465,2.34375,0
924.5,12.140625,47.2249794,1.831054688,0
920,12.328125,46.80270004,2.34375,0
916.5,12.796875,46.81677628,2.24609375,0
909,12.984375,46.71824265,2.099609375,0
907.5,13.2890625,46.5211792,2.5390625,0
905,13.453125,46.38042068,2.416992188,0
903,13.828125,46.32411575,2.34375,0
903.5,13.8515625,45.8596077,2.319335938,0
899.5,13.96875,46.15520477,2.368164063,0
899,13.828125,46.05667114,2.270507813,0
900,14.0625,46.04259491,2.514648438,0
899.5,13.9453125,45.62031555,2.05078125,0
896.5,13.9453125,45.33879471,2.416992188,0
899,13.78125,44.98689651,2.319335938,0
904,13.7578125,44.69129944,2.001953125,0
915,15.1640625,44.22679138,3.784179688,0
924,15.8671875,43.77635956,2.9296875,0
933,15.375,43.29777527,2.490234375,0
935.5,14.484375,43.07255936,2.099609375,0
943.5,14.1796875,42.65028,2.734375,0
945.5,13.8046875,42.34060669,1.928710938,0
949,13.125,42.25615311,2.026367188,0
951.5,12.6796875,42.19984818,1.977539063,0
955,12.515625,42.12946701,1.928710938,0
956.5,12.28125,41.66495895,1.782226563,0
954.5,12.1875,41.74941635,1.782226563,0
954,12,41.66495895,1.806640625,0
954,11.90625,41.48197174,1.879882813,0
953.5,12.046875,41.13007355,1.953125,0
952.5,12.046875,40.55295563,1.831054688,0
